order_id,order_date,region,sales_channel,product_name,qty_sold,unit_price,discount_percent,cogs_per_unit,sales_rep,year,month,quarter,gross_revenue,discount_amount,net_revenue,total_cogs,gross_profit,gross_margin_percent
BT-04549,2023-04-23,East,Salon Wholesale,Under Eye Cream 15ml,47,540.0,16.5,159.41,Meena G,2023,April,2,25380.0,4187.7,21192.3,7492.2699999999995,13700.029999999999,64.64626302949657
BT-04572,2023-04-23,East,Online,Mascara,57,350.0,11.1,130.06,Sneha B,2023,April,2,19950.0,2214.45,17735.55,7413.42,10322.13,58.20022497187851
BT-04610,2023-04-23,East,Modern Trade,Perfume 100ml EDP,2,2190.0,10.1,1085.36,Meena G,2023,April,2,4380.0,442.38,3937.62,2170.72,1766.9,44.87228325739914
BT-04742,2023-04-23,East,Modern Trade,Under Eye Cream 15ml,57,920.0,12.4,284.92,Meena G,2023,April,2,52440.0,6502.56,45937.44,16240.44,29697.0,64.64661504864006
BT-04821,2023-04-23,South,Pharmacy,Lip Gloss,35,250.0,16.2,70.3,Kiran T,2023,April,2,8750.0,1417.5,7332.5,2460.5,4872.0,66.44391408114558
BT-00148,2023-04-24,East,Online,Vitamin C Face Serum 30ml,11,570.0,10.3,178.64,Pooja N,2023,April,2,6270.0,645.8100000000001,5624.19,1965.04,3659.1499999999996,65.06092432865887
BT-00433,2023-04-24,West,Online,Night Repair Cream 50ml,56,720.0,41.1,237.74,Priya S,2023,April,2,40320.0,16571.52,23748.48,13313.44,10435.039999999999,43.93982267496698
BT-00741,2023-04-24,South,General Trade,Face Wash 100ml,27,180.0,32.0,47.84,Priya R,2023,April,2,4860.0,1555.2,3304.8,1291.68,2013.1200000000001,60.915032679738566
BT-00872,2023-04-24,Central,Online,Under Eye Cream 15ml,23,630.0,10.2,226.67,Sunita P,2023,April,2,14490.0,1477.98,13012.02,5213.41,7798.610000000001,59.9338918938028
BT-00947,2023-04-24,South,Modern Trade,BB Cream 30ml,23,430.0,21.8,140.01,Priya R,2023,April,2,9890.0,2156.02,7733.98,3220.2299999999996,4513.75,58.36257657764825
BT-00990,2023-04-24,Central,Online,SPF 50 Sunscreen 100g,49,490.0,6.0,172.48,Vikram N,2023,April,2,24010.0,1440.6,22569.4,8451.519999999999,14117.880000000003,62.553191489361716
BT-01532,2023-04-24,West,Online,Night Repair Cream 50ml,41,1030.0,29.2,334.54,Rahul D,2023,April,2,42230.0,12331.16,29898.84,13716.140000000001,16182.699999999999,54.12484230157424
BT-02355,2023-04-24,Central,Modern Trade,Hair Oil 200ml,18,280.0,6.0,110.94,Sunita P,2023,April,2,5040.0,302.4,4737.6,1996.92,2740.6800000000003,57.84954407294833
BT-02592,2023-04-24,South,Modern Trade,Perfume 100ml EDP,55,2740.0,25.3,1162.58,Kiran T,2023,April,2,150700.0,38127.1,112572.9,63941.899999999994,48631.0,43.19956223922454
BT-02707,2023-04-24,Central,Pharmacy,BB Cream 30ml,13,550.0,11.9,217.03,Vikram N,2023,April,2,7150.0,850.85,6299.15,2821.39,3477.7599999999998,55.2099886492622
BT-02712,2023-04-24,South,Pharmacy,SPF 50 Sunscreen 100g,7,330.0,21.7,135.63,Kiran T,2023,April,2,2310.0,501.27,1808.73,949.41,859.32,47.509578544061306
BT-03027,2023-04-24,East,Online,Hair Serum 100ml,17,670.0,10.7,278.72,Meena G,2023,April,2,11390.0,1218.73,10171.27,4738.240000000001,5433.03,53.41545352743561
BT-03081,2023-04-24,East,Online,BB Cream 30ml,38,510.0,12.0,172.74,Pooja N,2023,April,2,19380.0,2325.6,17054.4,6564.120000000001,10490.28,61.51069518716577
BT-03149,2023-04-24,Central,Salon Wholesale,Face Wash 100ml,5,200.0,10.1,57.88,Vikram N,2023,April,2,1000.0,100.99999999999999,899.0,289.40000000000003,609.5999999999999,67.80867630700777
BT-03239,2023-04-24,North,Pharmacy,Nail Polish Set (12pc),24,470.0,4.4,205.16,Deepa S,2023,April,2,11280.0,496.32000000000005,10783.68,4923.84,5859.84,54.33989139143595
BT-04017,2023-04-24,Central,Online,Mascara,23,360.0,9.9,160.45,Vikram N,2023,April,2,8280.0,819.72,7460.28,3690.35,3769.93,50.53335799728696
BT-04822,2023-04-24,South,Pharmacy,Blush Palette,50,710.0,16.4,339.1,Kiran T,2023,April,2,35500.0,5821.999999999999,29678.0,16955.0,12723.0,42.870139497270706
BT-04962,2023-04-24,East,General Trade,Mascara,9,370.0,9.0,158.8,Meena G,2023,April,2,3330.0,299.7,3030.3,1429.2,1601.1000000000001,52.83635283635284
BT-00100,2023-04-25,Central,Modern Trade,Mascara,33,430.0,11.3,191.31,Suresh K,2023,April,2,14190.0,1603.47,12586.53,6313.2300000000005,6273.3,49.841378044623895
BT-00507,2023-04-25,Central,Modern Trade,Perfume 100ml EDP,21,1350.0,11.4,697.95,Suresh K,2023,April,2,28350.0,3231.9,25118.1,14656.95,10461.149999999998,41.64785553047403
BT-00510,2023-04-25,Central,Salon Wholesale,Night Repair Cream 50ml,20,1010.0,7.7,356.63,Vikram N,2023,April,2,20200.0,1555.4,18644.6,7132.6,11511.999999999998,61.74441929566738
BT-00678,2023-04-25,East,Modern Trade,Under Eye Cream 15ml,32,870.0,7.5,266.22,Sneha B,2023,April,2,27840.0,2088.0,25752.0,8519.04,17232.96,66.91891891891892
BT-01168,2023-04-25,East,Salon Wholesale,Nail Polish Set (12pc),56,530.0,4.9,212.9,Pooja N,2023,April,2,29680.0,1454.3200000000002,28225.68,11922.4,16303.28,57.76045076681944
BT-01324,2023-04-25,North,Online,Vitamin C Face Serum 30ml,2,560.0,9.3,178.75,Rohit K,2023,April,2,1120.0,104.16000000000001,1015.84,357.5,658.34,64.80744999212475
BT-01428,2023-04-25,East,General Trade,Matte Lipstick,47,380.0,6.1,123.08,Meena G,2023,April,2,17860.0,1089.46,16770.54,5784.76,10985.78,65.50641780169273
BT-01655,2023-04-25,Central,Pharmacy,BB Cream 30ml,35,500.0,9.8,199.45,Sunita P,2023,April,2,17500.0,1715.0,15785.0,6980.75,8804.25,55.7760532150776
BT-01683,2023-04-25,East,General Trade,Face Wash 100ml,51,250.0,13.4,77.17,Sneha B,2023,April,2,12750.0,1708.5,11041.5,3935.67,7105.83,64.35565819861432
BT-02312,2023-04-25,Central,Pharmacy,Face Wash 100ml,49,290.0,10.6,89.55,Sunita P,2023,April,2,14210.0,1506.26,12703.74,4387.95,8315.79,65.45938440175885
BT-02695,2023-04-25,Central,Pharmacy,Hair Serum 100ml,23,390.0,9.6,153.82,Vikram N,2023,April,2,8970.0,861.12,8108.88,3537.8599999999997,4571.02,56.37054685727253
BT-02760,2023-04-25,South,Online,Micellar Cleansing Water,31,340.0,23.5,103.73,Priya R,2023,April,2,10540.0,2476.8999999999996,8063.1,3215.63,4847.47,60.119184928873516
BT-03039,2023-04-25,North,Salon Wholesale,Lip Gloss,5,270.0,9.8,96.9,Deepa S,2023,April,2,1350.0,132.3,1217.7,484.5,733.2,60.21187484602118
BT-03347,2023-04-25,West,General Trade,Micellar Cleansing Water,23,470.0,28.3,140.86,Rahul D,2023,April,2,10810.0,3059.2300000000005,7750.7699999999995,3239.78,4510.99,58.200540075373155
BT-03449,2023-04-25,Central,Salon Wholesale,Rose Water Toner 200ml,49,240.0,7.5,59.9,Sunita P,2023,April,2,11760.0,882.0,10878.0,2935.1,7942.9,73.01801801801801
BT-03960,2023-04-25,South,Salon Wholesale,Kajal Eye Pencil,2,230.0,26.3,73.05,Kiran T,2023,April,2,460.0,120.98,339.02,146.1,192.92,56.905197333490655
BT-04070,2023-04-25,North,Salon Wholesale,SPF 50 Sunscreen 100g,16,370.0,7.3,155.73,Deepa S,2023,April,2,5920.0,432.15999999999997,5487.84,2491.68,2996.1600000000003,54.59634391673227
BT-00195,2023-04-26,South,Pharmacy,Mascara,54,570.0,16.6,235.92,Anand V,2023,April,2,30780.0,5109.4800000000005,25670.52,12739.679999999998,12930.840000000002,50.37233371197779
BT-00574,2023-04-26,South,General Trade,Hair Serum 100ml,50,480.0,20.3,174.86,Kiran T,2023,April,2,24000.0,4872.0,19128.0,8743.0,10385.0,54.29213718109578
BT-02048,2023-04-26,Central,Modern Trade,Hair Serum 100ml,27,670.0,6.7,283.61,Sunita P,2023,April,2,18090.0,1212.03,16877.97,7657.47,9220.5,54.6303850522308
BT-02217,2023-04-26,West,General Trade,Perfume 100ml EDP,35,1800.0,40.9,898.02,Nidhi C,2023,April,2,63000.0,25767.0,37233.0,31430.7,5802.299999999999,15.583756345177664
BT-02573,2023-04-26,North,General Trade,Compact Powder,20,390.0,5.9,137.63,Deepa S,2023,April,2,7800.0,460.20000000000005,7339.8,2752.6,4587.200000000001,62.49761573884848
BT-02677,2023-04-26,West,Modern Trade,Hair Oil 200ml,45,310.0,34.9,111.66,Rahul D,2023,April,2,13950.0,4868.549999999999,9081.45,5024.7,4056.750000000001,44.670729894455185
BT-02683,2023-04-26,North,Pharmacy,Perfume 100ml EDP,7,2670.0,5.2,1231.67,Deepa S,2023,April,2,18690.0,971.8800000000001,17718.12,8621.69,9096.429999999998,51.33970195483493
BT-02836,2023-04-26,West,Salon Wholesale,Micellar Cleansing Water,23,450.0,42.5,135.0,Priya S,2023,April,2,10350.0,4398.75,5951.25,3105.0,2846.25,47.82608695652174
BT-03237,2023-04-26,Central,General Trade,Lip Gloss,36,300.0,5.2,98.46,Vikram N,2023,April,2,10800.0,561.6,10238.4,3544.56,6693.84,65.37974683544304
BT-04022,2023-04-26,East,General Trade,Micellar Cleansing Water,55,340.0,16.2,101.32,Meena G,2023,April,2,18700.0,3029.4,15670.6,5572.599999999999,10098.0,64.43914081145584
BT-04253,2023-04-26,West,Online,Kajal Eye Pencil,56,190.0,27.7,66.2,Rahul D,2023,April,2,10640.0,2947.2799999999997,7692.72,3707.2000000000003,3985.52,51.80898303850914
BT-04461,2023-04-26,South,Pharmacy,BB Cream 30ml,9,490.0,29.9,194.58,Priya R,2023,April,2,4410.0,1318.59,3091.41,1751.22,1340.1899999999998,43.35206265102332
BT-00149,2023-04-27,East,Salon Wholesale,Rose Water Toner 200ml,41,320.0,5.2,70.46,Sneha B,2023,April,2,13120.0,682.24,12437.76,2888.8599999999997,9548.900000000001,76.77347046413503
BT-00355,2023-04-27,Central,Salon Wholesale,Perfume 100ml EDP,37,1930.0,10.3,933.35,Suresh K,2023,April,2,71410.0,7355.2300000000005,64054.77,34533.950000000004,29520.819999999992,46.08684099560422
BT-00453,2023-04-27,South,General Trade,SPF 50 Sunscreen 100g,39,560.0,15.4,229.54,Kiran T,2023,April,2,21840.0,3363.36,18476.64,8952.06,9524.58,51.54930766632895
BT-00894,2023-04-27,North,General Trade,Under Eye Cream 15ml,9,560.0,6.6,162.01,Anjali M,2023,April,2,5040.0,332.64000000000004,4707.36,1458.09,3249.2699999999995,69.02531355154481
BT-01159,2023-04-27,Central,Online,Micellar Cleansing Water,49,440.0,13.9,128.74,Suresh K,2023,April,2,21560.0,2996.84,18563.16,6308.26,12254.9,66.01731601731602
BT-01704,2023-04-27,Central,Salon Wholesale,Blush Palette,25,640.0,7.4,267.58,Vikram N,2023,April,2,16000.0,1184.0000000000002,14816.0,6689.5,8126.5,54.84948704103672
BT-02543,2023-04-27,East,Online,SPF 50 Sunscreen 100g,57,470.0,4.2,181.14,Pooja N,2023,April,2,26790.0,1125.18,25664.82,10324.98,15339.84,59.76991071825167
BT-02636,2023-04-27,South,Modern Trade,Night Repair Cream 50ml,37,740.0,23.5,247.83,Kiran T,2023,April,2,27380.0,6434.299999999999,20945.7,9169.710000000001,11775.99,56.22151563328034
BT-03894,2023-04-27,West,Online,Mascara,15,410.0,35.2,147.31,Priya S,2023,April,2,6150.0,2164.8,3985.2,2209.65,1775.5499999999997,44.553598313760915
BT-03990,2023-04-27,South,Online,Perfume 100ml EDP,12,2410.0,13.1,1071.49,Anand V,2023,April,2,28920.0,3788.52,25131.48,12857.880000000001,12273.599999999999,48.837553538430676
BT-04089,2023-04-27,South,Salon Wholesale,SPF 50 Sunscreen 100g,57,420.0,18.5,149.1,Anand V,2023,April,2,23940.0,4428.9,19511.1,8498.699999999999,11012.4,56.44171779141105
BT-04228,2023-04-27,South,Modern Trade,Perfume 100ml EDP,10,1440.0,23.0,741.74,Priya R,2023,April,2,14400.0,3312.0,11088.0,7417.4,3670.6000000000004,33.10425685425686
BT-04625,2023-04-27,North,Modern Trade,Compact Powder,11,300.0,8.7,93.99,Anjali M,2023,April,2,3300.0,287.09999999999997,3012.9,1033.8899999999999,1979.0100000000002,65.68455640744799
BT-00834,2023-04-28,North,General Trade,Nail Polish Set (12pc),59,380.0,12.8,175.79,Anjali M,2023,April,2,22420.0,2869.76,19550.239999999998,10371.609999999999,9178.63,46.94893771125061
BT-01224,2023-04-28,West,Online,Compact Powder,33,400.0,24.1,153.0,Nidhi C,2023,April,2,13200.0,3181.2000000000003,10018.8,5049.0,4969.799999999999,49.604743083003946
BT-02059,2023-04-28,East,General Trade,Face Wash 100ml,28,300.0,10.0,88.11,Sneha B,2023,April,2,8400.0,840.0,7560.0,2467.08,5092.92,67.36666666666666
BT-02097,2023-04-28,South,Modern Trade,Mascara,59,450.0,31.0,175.32,Priya R,2023,April,2,26550.0,8230.5,18319.5,10343.88,7975.620000000001,43.536231884057976
BT-02947,2023-04-28,North,Salon Wholesale,Hydrating Moisturiser 50ml,22,520.0,13.5,188.66,Rohit K,2023,April,2,11440.0,1544.4,9895.6,4150.5199999999995,5745.080000000001,58.05691418408182
BT-02989,2023-04-28,Central,Pharmacy,Night Repair Cream 50ml,60,1190.0,9.8,499.32,Vikram N,2023,April,2,71400.0,6997.2,64402.8,29959.2,34443.600000000006,53.4815256479532
BT-03083,2023-04-28,North,Modern Trade,Mascara,52,550.0,7.1,212.3,Deepa S,2023,April,2,28600.0,2030.6,26569.4,11039.6,15529.800000000001,58.449946178686766
BT-03503,2023-04-28,East,Pharmacy,Hydrating Moisturiser 50ml,19,370.0,13.3,116.25,Meena G,2023,April,2,7030.0,934.99,6095.01,2208.75,3886.26,63.761339193865155
BT-04344,2023-04-28,South,Salon Wholesale,Hair Serum 100ml,57,560.0,23.6,231.95,Anand V,2023,April,2,31920.0,7533.120000000001,24386.879999999997,13221.15,11165.729999999998,45.78580777860882
BT-04832,2023-04-28,Central,Pharmacy,Face Wash 100ml,46,250.0,7.7,77.48,Vikram N,2023,April,2,11500.0,885.5,10614.5,3564.0800000000004,7050.42,66.42253521126761
BT-04986,2023-04-28,West,Pharmacy,Hair Serum 100ml,3,600.0,35.3,239.76,Nidhi C,2023,April,2,1800.0,635.4,1164.6,719.28,445.31999999999994,38.23802163833076
BT-00068,2023-04-29,North,Modern Trade,Perfume 100ml EDP,49,2240.0,9.1,1123.36,Anjali M,2023,April,2,109760.0,9988.16,99771.84,55044.63999999999,44727.200000000004,44.82948294829484
BT-00119,2023-04-29,North,Salon Wholesale,Kajal Eye Pencil,55,170.0,8.4,57.41,Anjali M,2023,April,2,9350.0,785.4000000000001,8564.6,3157.5499999999997,5407.050000000001,63.13254559465709
BT-00158,2023-04-29,South,General Trade,BB Cream 30ml,43,430.0,22.7,169.85,Priya R,2023,April,2,18490.0,4197.23,14292.77,7303.55,6989.22,48.900388098318246
BT-00862,2023-04-29,North,Salon Wholesale,Hair Oil 200ml,41,390.0,6.1,134.35,Rohit K,2023,April,2,15990.0,975.39,15014.61,5508.349999999999,9506.260000000002,63.31339941563585
BT-00863,2023-04-29,West,Salon Wholesale,Compact Powder,38,410.0,27.4,152.64,Rahul D,2023,April,2,15580.0,4268.919999999999,11311.080000000002,5800.32,5510.760000000002,48.7200161257811
BT-01090,2023-04-29,Central,Online,Hair Serum 100ml,15,570.0,5.3,192.77,Vikram N,2023,April,2,8550.0,453.15,8096.85,2891.55,5205.3,64.28796383778877
BT-01482,2023-04-29,Central,Salon Wholesale,SPF 50 Sunscreen 100g,34,520.0,5.4,186.47,Vikram N,2023,April,2,17680.0,954.7200000000001,16725.28,6339.98,10385.3,62.09342982598797
BT-01518,2023-04-29,East,Online,BB Cream 30ml,45,690.0,16.3,284.9,Meena G,2023,April,2,31050.0,5061.150000000001,25988.85,12820.499999999998,13168.35,50.66922930410542
BT-01788,2023-04-29,North,General Trade,Nail Polish Set (12pc),5,590.0,13.5,252.81,Rohit K,2023,April,2,2950.0,398.25,2551.75,1264.05,1287.7,50.46340746546488
BT-02002,2023-04-29,North,Modern Trade,Perfume 100ml EDP,57,2390.0,11.6,1069.29,Rohit K,2023,April,2,136230.0,15802.679999999998,120427.32,60949.53,59477.79000000001,49.38895094568243
BT-02027,2023-04-29,West,Pharmacy,Hair Oil 200ml,20,270.0,30.4,88.99,Rahul D,2023,April,2,5400.0,1641.6,3758.4,1779.8,1978.6000000000001,52.64474244359302
BT-02255,2023-04-29,Central,Online,Under Eye Cream 15ml,38,560.0,6.7,171.86,Sunita P,2023,April,2,21280.0,1425.76,19854.24,6530.68,13323.560000000001,67.10687490430256
BT-02915,2023-04-29,East,Pharmacy,Hydrating Moisturiser 50ml,54,580.0,12.8,190.53,Pooja N,2023,April,2,31320.0,4008.96,27311.04,10288.62,17022.42,62.32798165137614
BT-03263,2023-04-29,West,Pharmacy,Hair Serum 100ml,59,650.0,35.7,272.61,Nidhi C,2023,April,2,38350.0,13690.95,24659.05,16083.990000000002,8575.059999999998,34.774494556765156
BT-03282,2023-04-29,Central,Salon Wholesale,Lip Gloss,54,330.0,8.5,118.54,Sunita P,2023,April,2,17820.0,1514.7,16305.3,6401.160000000001,9904.14,60.74184467627091
BT-03358,2023-04-29,Central,Modern Trade,Under Eye Cream 15ml,31,790.0,12.9,235.74,Vikram N,2023,April,2,24490.0,3159.21,21330.79,7307.9400000000005,14022.85,65.73994680928367
BT-03361,2023-04-29,East,Online,Blush Palette,31,490.0,7.0,203.45,Meena G,2023,April,2,15190.0,1063.3000000000002,14126.7,6306.95,7819.750000000001,55.35439982444591
BT-04600,2023-04-29,Central,Modern Trade,Nail Polish Set (12pc),26,430.0,4.3,175.18,Sunita P,2023,April,2,11180.0,480.73999999999995,10699.26,4554.68,6144.58,57.42995309956015
BT-04775,2023-04-29,Central,Pharmacy,Nail Polish Set (12pc),21,650.0,5.6,289.51,Sunita P,2023,April,2,13650.0,764.4,12885.6,6079.71,6805.89,52.81779661016949
BT-04907,2023-04-29,Central,Salon Wholesale,Blush Palette,51,620.0,7.8,284.52,Vikram N,2023,April,2,31620.0,2466.36,29153.64,14510.519999999999,14643.12,50.22741585613324
BT-01472,2023-04-30,West,General Trade,Vitamin C Face Serum 30ml,19,520.0,29.3,170.82,Nidhi C,2023,April,2,9880.0,2894.8399999999997,6985.16,3245.58,3739.58,53.53606789250354
BT-02155,2023-04-30,East,Modern Trade,Face Wash 100ml,19,220.0,6.2,70.31,Pooja N,2023,April,2,4180.0,259.16,3920.84,1335.89,2584.95,65.92847451056404
BT-02287,2023-04-30,West,Modern Trade,BB Cream 30ml,44,590.0,42.3,226.27,Priya S,2023,April,2,25960.0,10981.08,14978.92,9955.880000000001,5023.039999999999,33.53405986546426
BT-02530,2023-04-30,South,General Trade,Hair Oil 200ml,10,410.0,15.4,131.12,Anand V,2023,April,2,4100.0,631.4,3468.6,1311.2,2157.3999999999996,62.19800495877298
BT-02815,2023-04-30,West,Salon Wholesale,Micellar Cleansing Water,34,330.0,36.6,92.53,Priya S,2023,April,2,11220.0,4106.5199999999995,7113.4800000000005,3146.02,3967.4600000000005,55.77382659401587
BT-03191,2023-04-30,North,Online,Hair Oil 200ml,41,340.0,6.4,126.79,Rohit K,2023,April,2,13940.0,892.16,13047.84,5198.39,7849.45,60.15899949723479
BT-04330,2023-04-30,Central,Modern Trade,Micellar Cleansing Water,8,450.0,9.0,145.62,Suresh K,2023,April,2,3600.0,324.0,3276.0,1164.96,2111.04,64.43956043956044
BT-04383,2023-04-30,West,Online,Eyeshadow Palette 9-shade,16,600.0,31.4,255.6,Nidhi C,2023,April,2,9600.0,3014.4,6585.6,4089.6,2496.0000000000005,37.90087463556851
BT-04753,2023-04-30,West,Pharmacy,Face Wash 100ml,53,210.0,31.9,56.22,Rahul D,2023,April,2,11130.0,3550.4700000000003,7579.53,2979.66,4599.87,60.68806377176421
BT-00376,2023-05-01,West,Modern Trade,Blush Palette,24,530.0,25.7,248.52,Rahul D,2023,May,2,12720.0,3269.04,9450.96,5964.4800000000005,3486.4799999999987,36.89022067599481
BT-01633,2023-05-01,Central,Online,Compact Powder,32,470.0,12.8,167.88,Vikram N,2023,May,2,15040.0,1925.1200000000001,13114.88,5372.16,7742.719999999999,59.03767323833691
BT-01644,2023-05-01,East,Pharmacy,Perfume 100ml EDP,4,1250.0,15.5,580.38,Sneha B,2023,May,2,5000.0,775.0,4225.0,2321.52,1903.48,45.05278106508876
BT-01770,2023-05-01,North,Salon Wholesale,Mascara,10,330.0,9.1,121.14,Anjali M,2023,May,2,3300.0,300.3,2999.7,1211.4,1788.2999999999997,59.61596159615961
BT-01884,2023-05-01,South,Pharmacy,Hair Serum 100ml,33,480.0,17.7,179.18,Anand V,2023,May,2,15840.0,2803.68,13036.32,5912.9400000000005,7123.379999999999,54.64256784123126
BT-02479,2023-05-01,North,Salon Wholesale,Hydrating Moisturiser 50ml,6,580.0,5.2,206.48,Deepa S,2023,May,2,3480.0,180.96,3299.04,1238.8799999999999,2060.16,62.44725738396624
BT-02986,2023-05-01,East,Online,Hydrating Moisturiser 50ml,19,410.0,12.6,161.66,Pooja N,2023,May,2,7790.0,981.54,6808.46,3071.54,3736.92,54.88642071775409
BT-03651,2023-05-01,Central,Online,Vitamin C Face Serum 30ml,34,550.0,5.8,190.41,Sunita P,2023,May,2,18700.0,1084.6,17615.4,6473.94,11141.460000000003,63.24840764331211
BT-04399,2023-05-01,Central,Pharmacy,Lip Gloss,20,260.0,8.5,93.05,Vikram N,2023,May,2,5200.0,442.00000000000006,4758.0,1861.0,2897.0,60.8869272803699
BT-04723,2023-05-01,South,General Trade,Kajal Eye Pencil,39,220.0,21.2,76.45,Kiran T,2023,May,2,8580.0,1818.96,6761.04,2981.55,3779.49,55.901015228426395
BT-00254,2023-05-02,East,Modern Trade,Face Wash 100ml,8,230.0,10.6,60.49,Meena G,2023,May,2,1840.0,195.04,1644.96,483.92,1161.04,70.58165548098434
BT-00688,2023-05-02,South,Online,Blush Palette,44,520.0,15.7,202.85,Anand V,2023,May,2,22880.0,3592.16,19287.84,8925.4,10362.44,53.72524865407428
BT-01452,2023-05-02,West,Salon Wholesale,Nail Polish Set (12pc),50,620.0,34.7,259.97,Nidhi C,2023,May,2,31000.0,10757.000000000002,20243.0,12998.500000000002,7244.499999999998,35.78767969174528
BT-02158,2023-05-02,East,General Trade,Kajal Eye Pencil,6,220.0,12.4,67.32,Sneha B,2023,May,2,1320.0,163.68,1156.32,403.91999999999996,752.4,65.06849315068493
BT-02359,2023-05-02,North,Salon Wholesale,Matte Lipstick,37,410.0,7.0,130.67,Deepa S,2023,May,2,15170.0,1061.9,14108.1,4834.79,9273.310000000001,65.73039601363756
BT-02893,2023-05-02,Central,Pharmacy,Night Repair Cream 50ml,43,1190.0,10.1,415.79,Vikram N,2023,May,2,51170.0,5168.17,46001.83,17878.97,28122.86,61.13422009515709
BT-03363,2023-05-02,North,Online,Lip Gloss,45,220.0,8.3,68.86,Deepa S,2023,May,2,9900.0,821.7,9078.3,3098.7,5979.599999999999,65.8669574700109
BT-04101,2023-05-02,East,Pharmacy,Vitamin C Face Serum 30ml,50,660.0,13.8,200.38,Sneha B,2023,May,2,33000.0,4554.0,28446.0,10019.0,18427.0,64.77887928003938
BT-04421,2023-05-02,South,General Trade,Under Eye Cream 15ml,16,900.0,23.1,263.97,Priya R,2023,May,2,14400.0,3326.4,11073.6,4223.52,6850.08,61.8595578673602
BT-04682,2023-05-02,West,General Trade,Lip Gloss,16,190.0,28.8,66.78,Nidhi C,2023,May,2,3040.0,875.5200000000001,2164.48,1068.48,1096.0,50.635718509757545
BT-04819,2023-05-02,South,Pharmacy,Blush Palette,23,580.0,26.6,236.81,Kiran T,2023,May,2,13340.0,3548.44,9791.56,5446.63,4344.929999999999,44.37423658742835
BT-00306,2023-05-03,North,Pharmacy,Night Repair Cream 50ml,17,800.0,6.4,302.96,Anjali M,2023,May,2,13600.0,870.4,12729.6,5150.32,7579.280000000001,59.54059829059829
BT-00412,2023-05-03,West,Online,SPF 50 Sunscreen 100g,40,450.0,41.8,188.73,Nidhi C,2023,May,2,18000.0,7524.0,10476.0,7549.2,2926.8,27.938144329896907
BT-00428,2023-05-03,West,General Trade,Eyeshadow Palette 9-shade,26,920.0,24.3,424.95,Rahul D,2023,May,2,23920.0,5812.5599999999995,18107.440000000002,11048.699999999999,7058.740000000003,38.98253977370629
BT-00575,2023-05-03,North,Modern Trade,Micellar Cleansing Water,54,450.0,7.4,155.2,Rohit K,2023,May,2,24300.0,1798.2000000000003,22501.8,8380.8,14121.0,62.75497960163187
BT-00987,2023-05-03,Central,Salon Wholesale,Micellar Cleansing Water,19,350.0,9.1,107.52,Sunita P,2023,May,2,6650.0,605.15,6044.85,2042.8799999999999,4001.9700000000003,66.20462046204621
BT-01934,2023-05-03,South,General Trade,Lip Gloss,7,280.0,21.7,79.21,Anand V,2023,May,2,1960.0,425.32,1534.68,554.4699999999999,980.2100000000002,63.870644043057844
BT-02417,2023-05-03,West,Salon Wholesale,Matte Lipstick,57,400.0,36.1,138.96,Nidhi C,2023,May,2,22800.0,8230.8,14569.2,7920.72,6648.4800000000005,45.63380281690141
BT-02768,2023-05-03,East,Pharmacy,Perfume 100ml EDP,50,2190.0,16.4,920.02,Meena G,2023,May,2,109500.0,17957.999999999996,91542.0,46001.0,45541.0,49.74874920801381
BT-03052,2023-05-03,North,Pharmacy,BB Cream 30ml,31,420.0,12.8,174.85,Rohit K,2023,May,2,13020.0,1666.56,11353.44,5420.349999999999,5933.090000000001,52.258082131935346
BT-03596,2023-05-03,West,Pharmacy,Under Eye Cream 15ml,17,830.0,37.7,250.16,Priya S,2023,May,2,14110.0,5319.47,8790.529999999999,4252.72,4537.809999999999,51.621574580827314
BT-04442,2023-05-03,North,Pharmacy,Face Wash 100ml,26,280.0,9.5,74.9,Anjali M,2023,May,2,7280.0,691.6,6588.4,1947.4,4641.0,70.44198895027624
BT-04729,2023-05-03,South,Pharmacy,Eyeshadow Palette 9-shade,40,710.0,22.9,333.42,Kiran T,2023,May,2,28400.0,6503.599999999999,21896.4,13336.800000000001,8559.6,39.09135748342193
BT-04761,2023-05-03,West,Modern Trade,Micellar Cleansing Water,13,430.0,31.8,142.97,Priya S,2023,May,2,5590.0,1777.6200000000001,3812.38,1858.61,1953.7700000000002,51.24803928254792
BT-04817,2023-05-03,North,Salon Wholesale,BB Cream 30ml,47,600.0,11.1,209.58,Deepa S,2023,May,2,28200.0,3130.2,25069.8,9850.26,15219.539999999999,60.70866141732283
BT-00795,2023-05-04,Central,Pharmacy,Perfume 100ml EDP,29,2710.0,8.1,1348.77,Suresh K,2023,May,2,78590.0,6365.79,72224.21,39114.33,33109.880000000005,45.84318748519368
BT-00801,2023-05-04,Central,Online,Night Repair Cream 50ml,45,1070.0,10.7,442.87,Vikram N,2023,May,2,48150.0,5152.05,42997.95,19929.15,23068.799999999996,53.6509298699124
BT-00919,2023-05-04,North,Modern Trade,Micellar Cleansing Water,33,480.0,12.8,147.5,Rohit K,2023,May,2,15840.0,2027.52,13812.48,4867.5,8944.98,64.76012996941895
BT-00967,2023-05-04,Central,Online,Mascara,44,530.0,11.8,189.95,Vikram N,2023,May,2,23320.0,2751.76,20568.239999999998,8357.8,12210.439999999999,59.365507209172975
